Reviewer,Rating,Date,Review
RZ F,3,7/31/2021 6:00,"Iseng nyobain order lewat aplikasinya langsung karena ada kupon. Kirain bakalan dikirim sama drivernya dari cabang terdekat. Ehh ternyata pake ojol dan waktu dilacak jauh banget posisinya di daerah duri kosambi, padahal rumah saya di cipondoh tangerang. Ga bisa cancel juga. Tau gitu saya pesen lewat aplikasi lain atau langsung drive thru aja."
aryuko prizky akbar,1,7/31/2021 3:47,"never gonna use the app again, never gonna eat the burger again ! worst experience ever! customer service not helping at all, apps really junk!"
Gierlang Bhakti Putra,2,7/30/2021 6:02,Saya mau mesan lewat aplikasi. Total pembayaran kok dihitung oleh aplikasi sebagai berikut: total harga seluruh item + total harga seluruh item. Kan jadi dobel harganya...
Candy Lee (cyanedel),2,7/29/2021 12:43,Bad localization. Request for my location then proceed to market item that doesn't exist in my area. Why do you need my location for then?
Norvin Maegyr,1,7/29/2021 11:14,Pesanan saya tidak datang. Saya juga gk bisa menghubungi outletnya!
Jihad Ardhan AY,5,7/25/2021 4:29,This is the best fast food app ever!
nana fitriana,5,7/24/2021 15:06,very good...
ADI_WIBOWO_ DPOESPONEGORO,5,7/24/2021 4:11,Good
Andri Saputra,1,7/22/2021 5:16,"Jalanin campaign buat org install apps, tp appsnya sama sekali gak bisa dibuka. Yg salah developernya apa digital marketingnya? Masa gak ada testing dulu."
Moch Abdullah Said,1,7/21/2021 23:05,"Aplikasi stuck di splash screen, tidak bisa digunakan. Bisa di cek lagi untuk developer nya, semangat."
Polo Dundang,1,7/21/2021 18:22,Applikasi nya sudah di update tapi lambat laun sering diam di logo saja dan tidak bisa masuk menu nya padahal sudah di restart HPnya dan bersihkan segala macam file sampah. ada apa sih sebenarnya sama team developer apps nya? Hal seperti ini membuat rate BK App jadi jelek. perbaiki dulu jadi normal untuk applikasinya setelah itu saya ganti rate nya ke bintang 5.
Wahyu Retno Wulandari,1,7/21/2021 3:55,not respondingg
ᴍᴏᴄʜᴀᴍᴍᴀᴅ ɪʀғᴀɴ ʀɪᴢᴀʟᴅɪ,1,7/20/2021 23:12,After open always stuck on splash screen on device redmi note 8 pro
Andri Rosadi,3,7/19/2021 16:03,"Setiap mau bayar pakai Dana, app Dananya selalu close setelah pencet tombol Confirm, jd tidak bisa bayar pakai CC. App lain bayar pakai Dana tidak ada masalah."
Xaviarei77,1,7/19/2021 9:58,Gak bisa di buka app nya
Sapta Oryza,2,7/19/2021 3:28,Stuck at splash screen like forever. Succeeded at first but then got stuck.
Drake,1,7/18/2021 15:07,Stuck in splash screen
fairuz,1,7/18/2021 13:02,"Begitu app dibuka, stop loading, freeze screen. Diem aja terus sampe sejam udh ga gerak2"
Nazarudin Idris,1,7/18/2021 8:17,Stuck di loading screen. Lama banget lagi. Parah
she aint,2,7/17/2021 17:10,"abis di install tapi pas di buka layarnya ga gerak. ini bug atau gimana sih? sama aja bohong dong, app nya ga bisa di apa-apain, blank page."
James Aripin,2,7/17/2021 11:37,Developer aneh. Pas buka app hrs pilih enable GPS. Habis itu pilih Deny. Br bs masuk. Kl gk gt gk bkln bs masuk. Katro.
Merubah Diam,1,7/17/2021 11:07,Lemot
Romi Ardianto Putra,1,7/15/2021 14:07,aplikasinya ngebug di awal. stuck di logo bk.
Agung Adhya,1,7/12/2021 1:44,"Apps bugged, most of the time stuck on the loading screen"
deddy rinaldy,1,7/11/2021 1:37,Aplikasi paling aneh tidak bisa di akses setelah instal
Sugito Puspo Aji,1,7/8/2021 5:30,Susah masuk aplikasi sudah 2 bulan lebih tidak ada perbaikan
Jims Gunawan,1,7/7/2021 6:48,"Aplikasi dan pelayanan order BK sampah. Saya sudah dibayar dan berhasil diproses, lalu dikonfirmasi oleh kurir (gojek) bahwa toko (BK Km 19 Bekasi) tutup sebelum waktunya. Petugas toko memberikan informasi nomor kontak namun tidak bisa dihubungi dan tidak ada konfirmasi kelanjutannya mengenai retur uang atas pembatalan order, uang yang saya bayarkan hangus begitu saja."
Nabila Octhaviani,1,7/7/2021 3:08,Aplikasi ngen Gabisa dibuka
Argent Solbright,1,7/6/2021 8:03,App only consist of opening screen
muhammad daffa arifin (Dora),1,7/4/2021 12:47,I order bk for my dinner and wait it while play game with my brother. Until 1 hour no notification in so I checked the app and say no driver
Afifah Thohiroh,1,7/3/2021 10:43,It's stuck on splash screen everytime I open it. Literally unusable.
Zee End,1,7/3/2021 10:14,Aplikasinya gabisa dibuka sama skali. Cuma ngeliatin logo BK sejam
N,1,7/3/2021 4:32,"Aplikasi jelek, tiap ada update selalu harus daftar baru, bukannya login lho.. gak ada pilihan login.. tiap di update selalu buat akun baru... poin nya jadi nol lagi.. kayak di SPBU aja"
Ian Daniel Tamaro naputupulu,5,7/1/2021 13:06,Love this app.
John Santoso,1,7/1/2021 6:15,Super inaccurate ETA and it took more than an hour for the order to arrive. The Burger King outlet I ordered from is only 10 minutes away from my place. You guys really need to improve the delivery service.
Cbcbsyarie Cbcbsyarie,1,6/29/2021 11:44,"I have ordered and paid it, and u canceled it. So where is my money ?"
Arvi Limbong,1,6/27/2021 6:24,"After install, stuck in the first screen, payah!"
Sally Wilson,1,6/23/2021 10:06,Ga bisa dibuka
Adenin Anzar,5,6/22/2021 17:06,Banyak kupon nya jadi membantu menghemat saat berbelanja
ririkk 13,2,6/17/2021 9:15,"It took so long to open the app. If it's a bug, then i hope it will be fixed soon"
Esa Pratomo,1,6/13/2021 8:04,"Ini aplikasi apa, kok cm tampilan welcome aja gada kelanjutannya� Rate bintang 1, uninstall."
Obre,1,6/12/2021 17:35,"Aplikasi nya tidak mau terbuka. Hanya muncul gambar depannya saja, sudah ku tunggu lama tetap tidak terbuka."
Hisbullah Sji,5,6/12/2021 9:31,Aplikasinya kagak mu terbuka
kriss kobashi,2,6/11/2021 1:11,Ga bisa dibuka.... Yang terbuka cuma gambar depan aja.
Tony Budiman,5,6/8/2021 1:56,Ok
Barry Rivelino,1,6/6/2021 6:19,"Aplikasinya terlalu lama untuk loading, bisa 2 - 3 menit baru terbuka aplikasinya."
Baim L. Leo,5,6/5/2021 14:00,Terbaik
Ardian Sudarsono,3,5/31/2021 0:18,"Bug and when an order canceled because of driver, your money gone for a while, just CHANGE the driver option to another company, please. It has been 24 hour, my money is still gone. The feature is really good, so please fix the bug"
Tari Ferisa,1,5/30/2021 6:48,"sekali checkout cmn bs pake 1 kupon, terus ga bs beli yg kupon doang, hrs beli yg laen diluar kupon, paham ga? tp ya bener sih ngapain org cmn nganter eskrim doang..tp gw emg cmn mau eskrim doang gimane? trs menu yg di kupon ga ada di menu biasa. jd mending nyari promo di gofood, cmn di gofood kaga ada sundae...ga tau antara trik marketingnya bagus, apa malah nyusahin, karna ujung""nya ribet, ga memuaskan, trs gw ga jadi beli..."
Raden,2,5/29/2021 12:01,Stuck on splash screen. Edit: turns out you need to DENY the location permission.
Jim Ashouji,1,5/27/2021 11:59,"Maap min, ga bisa daftar sama sekali. Mau daftar via nomor hape, tapi ga ada kode OTP terkirim sama sekali ke hape. Udah nyoba pake nomor dengan provider berbeda tetep aja ga ada OTP terkirim sama sekali :( Nanti aku ubah bintang reviewnya kalo udah bener deh aplikasinya"
Annisa Wihardini,3,5/25/2021 10:52,Takes over an hour due to changes in the delivery system. It's so long.
ilham Santoso,1,5/25/2021 7:00,"Baru saja terjadi 25 mei 2021 Saya delivery order via aplikasi ini, setelah sukses melakukan pembayaran tibatiba aplikasi error dan ngelogout sendiri, pas coba login lagi ga bisa bisa wkwkwk"
Syafiq Segaf,1,5/25/2021 6:05,"""Email already used."" Mau pake email utama, ternyata already used (padahal belum dipake). Sementara daftar pake email lain, mau ganti email setelah daftar, tidak bisa. Ganti nomor hape, tidak bisa. Padahal ganti tanggal lahir dan jenis kelamin bisa. Ini maksudnya apa."
Frenky Ky,1,5/23/2021 13:06,Aps stuck
Abdul Aziz Baraba,1,5/22/2021 19:30,Setelah update kog malah error Lagian ngapain sih minta lokasi? Semakin paraaah nih aps Ganti aja tuh developer nya
Donovan,1,5/22/2021 8:38,splash screen only
Julianto Siswanto,1,5/22/2021 7:34,App freezed on opening. Android 11 phone. All permissions on.
Taufik Umar,4,5/21/2021 13:26,I love it
Hendra S,1,5/21/2021 12:23,Tidak ada pilihan untuk login. Sudah input no hp dan otp. harus daftar lagi. pas jnput email dibilang sudah digunakan. harusnya ada opsi untuk login jika memang sudah pernah registrasi.
Novita R Y,1,5/20/2021 7:25,Sekarang sudah tidak bisa cash. Jadi saya uninstall goodbye
Nisriinaa Diab,1,5/16/2021 11:22,It's stuck on the splash screen
Erwan Hermansyah,1,5/14/2021 1:39,Makanan gak di antar... Keterangan di refund... Tapi saldo gopay gak balik lagi.. di aplikasi gak ada kontak yang bisa dihubungi... Beresinnya gmn y?
Meyna Meyna,1,5/13/2021 16:42,aplikasi stuck. udh reinstall beraap kalipun tetap sama gak bisa masuk aplikasi. hanya tampilan depan.saja. Aneh
Fathir Fathir,1,5/12/2021 12:12,I uninstall your app. 'couse should fullfill data of email.. not do business why should give you my email..!!! Not like old version very simply.. so I don't like your app. now.
I'ma Rob'Oat,1,5/12/2021 11:35,Aplikasi gak mau kebuka di versi terbaru
Julian Hamelberg,5,5/8/2021 8:24,Many voucher you'll get it.
hellatze,2,5/7/2021 9:55,App stuck
Cecil Latte,1,5/3/2021 11:32,The promo is unavailable inside of the app (event though the ad says it is)
Joni Afris,5,4/17/2021 17:51,I Liked
Annisaa Habiba Koentjororini,4,4/17/2021 14:22,"It's quite useless for contactless dine in, we still need to get in the line at the cashier when the instructions say doesn't have to, it's really inconvenient"
Dino,1,4/16/2021 10:45,"Pesen lewat aplikasi bukan jadi cepet tapi malah jadi lama, pelayan masih pada rendah skill nya sehingga ga paham kalo ada pesanan yang masuk dari aplikasi. Setelah ditanya orderan sudah jadi apa belum, baru order dibuat kan.. mending aplikasi ini di hapus saja dari playstore..."
zhaakey,1,4/9/2021 6:19,"Verification number ga bisa, uninstall lah"
adhi Dhuha,5,4/8/2021 11:41,nice app
nadyajanti tjandra,5,4/8/2021 5:48,Good service
Edward Daniel Wehantouw,1,4/5/2021 13:24,"Sangat payah, saya sudah tunggu on the spot lebih dari 30 menit. Pesanan belum jadi. Ternyata harus ada approval dari pihak kasir. Sedangkan kasir tidak ada yg jaga. Tolong diperbaiki. MENGECEWAKAN"
Reddy Morgana,1,3/29/2021 9:08,Bad services and most inconvenient restaurant
yanna fitriana,5,3/23/2021 7:15,Excellent
ming zhong,1,3/20/2021 16:16,cant select payment with cash.
Angga Gaming,1,3/16/2021 13:53,Saya beli bk trus masukin crown knp crownnya gk masuk?
Indra Eka,1,3/16/2021 5:50,Bad review not because the app is bad. But the marketing side is too ugly. Promoting non existent promotion.
Aldian Hudaya,5,3/13/2021 18:21,Nothing wrong so far.
Tanushri Rastogi,5,3/13/2021 13:48,Super smooth! And love that I win crowns everytime I make a purchase :)
Ardi Tanai,5,3/13/2021 6:18,Certificate first lady steatment in fron ktt white house zona waktu dvcto a3aformal persatunya utama pribadi level 100 x lipat counter utama M.A.Burger King mitting point madem nm only for a3a pribadi persatunya drifting off road antar planet city never sleep .
Hasan Kaff,1,3/11/2021 10:26,"I cant get log in,because i used my own email,i ever register on webside and try the app"
faisal yusuf,2,3/11/2021 4:14,TT TT CC BB k ku ipoppo CC to my yg t UU
Alfi Sihotang,5,3/1/2021 12:05,Gampang pengoperasiannya
Gibn,3,2/25/2021 0:02,Always logging somehow.. Features are ok Update more!
Hermanto Jahja Sadji,1,2/23/2021 22:07,Aplikasinya tdk bekerja dgn baik.
Johan Nugroho,4,2/22/2021 13:12,"Untuk opsi pre-order mungkin bisa ditambah radiusnya, karena klo hanya 200m terlalu dekat. Gak beda jauh sama pesan pada saat di outlet."
Revsky,1,2/22/2021 7:16,false advertising. the promo says 2 for 15k. the price was actually 30k for 2.
Felix Wiyanto,5,2/17/2021 9:57,"yeee finally can pay with OVO, i think the payment system not integrate with OVO but after more update can pay with OVO, ty BK"
Leo Pranatio,4,2/14/2021 1:36,Skrng udah bisa bayar pake ovo.tq atas perbaikannya
Marini Irianti,5,2/8/2021 7:47,Let the star speak
Muhammad Raga Naufal,5,2/6/2021 17:31,good
dimarwani,1,2/3/2021 6:51,Ternyata tdk bs order delivery dr applikasi ini. Jd percuma install..langsung uninstall saja.
Hoirina R Sabela,3,2/3/2021 6:21,I got blank notifications at 2 and 3 Feb since the last update. Is the app alright?
Alvieri Gamaliel,1,2/1/2021 5:45,"Sampah, ui cacat, voucher tidak bisa dipakai, menu tidak lengkap, lag, selalu kembali ke beranda"
Ibat Harahap,1,1/29/2021 12:58,"Baru install 2 hari, di 2 hari itu Pada saat akan melakukan pembayaran melalui OVO selalu tidak berhasil. Alhasil kupon batal redeem karena lewat batas waktu. Pada saat ditanyakan ke Gerai terdekat (Pondok Indah), pada hari pertama (28 jan'21) saya pesan jam 20.30 dibilang batas aplikasi hanya sampai jam 20.00. Hari kedua (29 jan 21) saya pesan jam 19.45, saya tanya lagi ke gerai bersangkutan dibilang pemesanan via applikasi hanya sampai jam 19.00. Jadi...au ah..uninstall aja."
Blue Destiny,1,1/21/2021 6:01,"Doesn't accept cash anymore, guess I'll just delete it."
Stephen Park,1,1/16/2021 13:23,Cant use cash and so slow for delivery. Shockingly bad app for BK. Just clone Mcd app if you lazy!
Ofiler Rorong,1,1/16/2021 12:00,No cash option
gianto chandra,1,1/16/2021 4:00,"Percuma punya aplikasi ini kalo layanan suka maunya sendiri, sebelumnya pesan langsung diantar, pesanan hari ini tidak bisa dilayani, diarahkan ke gofood atau grabfood, ada apa ya"
R. Noesjirwan,3,1/8/2021 9:00,"Tidak bisa menggunakan pembayaran cash walaupun ada kolom untuk memasukkan nominal pembayaran. Selain kendala itu, semuanya berfungsi dengan baik dan gampang dimengerti. Untuk ke depannya mungkin bisa ditambahkan opsi untuk mengganti alamat email dan nomor handphone."
Yudhistira Davit,3,1/8/2021 6:24,Sayang..sekarang sudah tidak bisa cash hrs selalu pakai emoney.. seharusnya memberikab kebebasan kepada konsumen buat cara membayarnya
Sa'id Kentaro,2,1/7/2021 5:29,"please add another method payment, ex. debit/credit or others"
sofandre syabanu,3,1/3/2021 14:10,"Sayangnya hanya bisa preorder klo sudah ada di outlet. Dan belum terintegrasi dgn ShopeePay, padahal banyak promo voucher dr ShopeePay"
Zarwanda Asfarina,1,1/3/2021 12:03,Bayar pake ovo loading lama bet dah
Jibonese,1,12/30/2020 6:36,"Can't buy through cash, already tried to input the cash amount that I have. But it still shows ""Please select a payment method before you continue"""
Agus Supriyatna,1,12/27/2020 9:43,"Burger king kirim spam sms setiap hari, di waktu sekitar mau makan siang. Sangat mengganggu. Hentikan lah cara promosi yang menggangu orang seperti ini. Setiap hari, man! Gila. Saya di Denpasar. Dan saya vegan, tidak akan pernah makan di burger king. Dan hari ini saya lihat ada 2 sms spamming dari kalian, jam 11 lebih dan jam 14 lebih. Pastilah saya installed sms blocker, ini cuma kasih tau kalian saja kalo cara kalian promosi sangat menggaggu orang."
Benny Apriman,3,12/23/2020 23:53,Sdh dapat verifikasinya ni.. kalau bs buat alternatif lg verifikasiny sperti bs lewat wa atau email.
Sori Mulia Siregar,5,12/22/2020 14:44,Best food
Aditya agung nugroho,5,12/20/2020 14:52,"Aplikasinya sangat bagus, sekarang order burgerking lebih mudah, lebih cepat dan lebih murah, banyak promo, dapat banyak bonus, barusan dapat free burger dan free ongkir, pelayanan prima (burgerking cilegon) tks"
Annisaa Auliyaa Septianthy,1,12/20/2020 14:36,"Permisi bk app, kok saya tidak bisa scan qr code?"
Winata Panjaya,1,12/17/2020 13:12,"Apps sampah, mau order TAKE AWAY pun masih harus ke kasir, ga bisa sync pesanan. Caranya manual tunjukin foto di apps ke kasir, dan masih salah ketik pula mbaa nya, free itemnya pun lupa dimasukkan ke kantong kertas nya."
Bob miz,5,12/17/2020 7:50,"I like this app ,but can you add more usefull payment methode like gopay or bank transfer or other payment methode cause i had probleme when use ovo and dana"
Qonita Herawati,1,12/6/2020 6:06,"Baru install diminta input data. Sy masukin no telp (yg sdh terdaftar di BK lwt sms dan kasir), emailnya dibilang ga valid (pdhl email itu yg aktif sy pake). Abis itu udah. Ga bs diapa2in. Ga bisa masuk. Lgs uninstall."
Reiza Afriansyah,1,12/6/2020 4:14,How Much is the Minimum Value to order??? I've order for 100K but still below the minimum transactions value!!!!
Rahmad Kurniawan,1,12/5/2020 11:45,Useless
Dream Creator,1,12/5/2020 3:35,Tidak login/ memasukan no ponsel..please fix it
Alexander Feng,1,12/3/2020 8:28,3x resend code tapi ngga ada... Pulsa abis kali ya BK?
Yosa Spickerman,1,12/1/2020 11:02,"Very weird and dissapointing system. I've got 2 coupons. I've already asked whether I can use both of them at the same time, and the cashier said yes. However, when it's time to pay, I have to make 2 different payments. And since they are below 50 thousand, I couldn't use my debit card. Very incovenience. Very dissapointed. Uninstalled the app and will never come back."
Drian Ardy,1,11/30/2020 10:38,"Sekarang promonya gak menarik, gak kayak dulu"
JoJo,2,11/25/2020 10:52,Tolong jangkauan wilayah delivery-nya diperluas. Masa ke Taman Ratu doank gak bisa? Nenek saya aja dari CP ke rumah jalan kaki.
aisya malika adilla,1,11/24/2020 14:29,ga guna
Teja Kusuma,2,11/24/2020 5:22,The app for home order. Useless when ordering on the counter. So crown points also have delivery costs on it. Sad...
Mirsal Safar,1,11/22/2020 4:13,"my order : IDR 101,499 my payment : IDR 110,000 error message : ""order total didn't fulfill the minimum transaction value"" then can not complete my order and still hungry better you replace mobile apps developer with someone who understand 110,000 is greater than 101,499"
Panji Copri Sasongko,1,11/21/2020 23:30,1. Pelayanan complaint customer ke burgerking ga ada sopannya 2. Permasalahan yang tidak ada solusinya 3. Kacauuu pelayanan customer servicenya 4. Promonya ga bisa dipake
Ryouichi Sanada,1,11/17/2020 18:26,Just do not install this app. It's an useless app. Can't even access. Never send the confirmation code as it says. You just can't register at all. Fake one.
Phing Vania,5,11/17/2020 0:39,Good
Pony Nindyawati,1,11/15/2020 14:40,"Setelah beberapa minggu donwload akhirnya baru pesan krn kurang percaya sama aplikasi online yg blm ada history bagusnya... Dan terbukti orderan baru di konfirmasi 2 jam setelah pesan,sebelumnya sudah cb telp call centre tp ga ada solusi hanya disuruh nunggu,telp ke outletnya pun ga ada jawaban... Rencana beli utk anak makan ,smp anaknya tidur jam 21.38 makanan blm sampe juga, kapok pake aplikasi ini dan bakalan delete dr hp."
Geoffrey Tumiwa,1,11/2/2020 12:06,"Barusan coba dipakai tapi nggak bisa, karena mesin kasir nggak konek sama aplikasi."
Candra Marpaung,3,11/1/2020 8:26,Hanya untuk delivery aja kah? Untuk take away ke store??
Michael DJOJOPRANOTO,4,10/31/2020 9:39,How to find the email address membership? Can't change or update the email address tie into the BK membership app. Definitely needs more user friendly UI.
gigi,5,10/30/2020 10:05,ok
Ingrid Koemontoy,5,10/28/2020 8:28,good
Handi Hasan,1,10/27/2020 6:21,"Cant even order... its always say ""Sorry we dont currently deliver to your location bla bla bla"" even tho its work yesterday... weird app"
Ochha rossa,5,10/26/2020 6:06,So happy this app
teguh chen,1,10/25/2020 10:33,"Already install for few weeks, but till now still cant access. Confirmation code never sent to my mobile phone."
Daniel Adi Mahendra,1,10/23/2020 9:57,"Tidak seimbang antara voucher dan stock di outlet, selalu habis untuk menu voucher"
Panji Prawira,1,10/22/2020 12:50,Ini aplikasi gimana sih niat bikin promo tapi minta crown kox gak di kasiih... Aplikasi pinter bngt sih... Kenapa harus di buat kalo minta crownnya gak bisa.. Kami order itu pake uang kami walaupun kami ojol... Itu uang kami yang buat beli.. Saya tukar di kfc bisa chatime jugga bisa minta point ini aplikasi kalo mau buat promo gak niat mending gak usah bikin promo. Malu2in aja..
San San,1,10/21/2020 4:52,Bad Apps !!!
Zuhri Pribadi,1,10/21/2020 1:25,"Install karena ada promo burger Rp 5,000. Tapi ternyata setelah dicek tidak ada."
Ian Mariano,3,10/20/2020 14:38,"Gimana caranya log in, kok sy baru install ulang, langsung minta data register, dan pas sy input email sudah digunakan, tp gada menu log in. Gimana sy masuknya?"
Sujanto Awi,2,10/16/2020 6:31,"Mengapa orderan yg ada diapp tdk ada, feedback. Perlu anda ketahui, sering orderan terlambat... TDK ONTIME..."
Millenian Bintang,2,10/15/2020 13:47,"Bagus sih menarik front end app nya, tp lebih bagus lagi kalo abis order, kita bisa kasih kritik & saran gt ke pihak outletnya. Sering beli lewat app BK ini, komposisi ordernys kurang banget, seperti barusan saya beli beef burger ga dikasih sayur atau pelengkap lainnya, hanya dikasih daging + roti saja, jadi enek makannya"
bondan ariawan,4,10/15/2020 1:53,Did the shake game problem? I shake it like 10 sec and cant get any coupon
Bayu Ardhi N.,1,9/30/2020 10:33,Pegawainya bilang apps saya di blocked karena pakai lebih dari 1 kali dalam 24 jam. Jadi tidak menambah crown bahkan crown sebelumnya tidak bisa di redeem. Saya diharuskan mengganti nomer hp. What? Saya belum insane ya buat ganti nomer terdaftar saya cuma gara gara apps ga mutu ini. Benerin aja system km sebener benernya dulu baru tarik cust..
Farah Ashari,2,9/24/2020 5:12,Aplikasi dipakai transaksi di store kok akun malah diblok. Kayak gak niat bagi reward. Burger king akun malah diblok. Respon unblocked lambat
Apsari Dianing Bawono,4,9/19/2020 6:27,"Usul utk ditambahkan fitur ""Pay and Pick Up"", jd bs pilih store terdekat, pilih menu, order, bayar non-tunai (credit/debit card or ewallet), lalu ambil sendiri di store yg dipilih."
Abraham Hidayat,1,9/17/2020 12:33,Tidak ada opsi komunikasi dgn pihak BK. Sudah beberapa kali pihak outlet BK tidak memperhatikan detail pesanan. Sehingga yg dikirim tidak sesuai pesanan
Luciana Ulestari,4,9/15/2020 10:53,Apps sudah OK. Cm pas mo set alamatnya aj yg rada ribet.
Hizrian Hatif,1,9/8/2020 12:51,Dear BK Semarang ngalian. I show the cashier how to take order with this app but she didn't. She still using manual! So what is the purpose?
Meivina Jayanti,1,9/6/2020 19:33,"Cannot redeem voucher, staff not respon buy with voucher(error, can't buy from apps). Not rekomen to install this apps. Nothing happen"
Christin Evelyn Lumbantoruan,1,9/6/2020 11:16,Very bad. Bad liar
Tara 70,5,9/5/2020 23:49,Oklah ya BK apk !!!
nugraha ramadhana,1,9/3/2020 23:36,Aplikasi suka crash ngebug
Haryani Liwang,5,9/3/2020 5:50,Semoga banyak diskon dan promo.
Sultan Baflah,1,9/2/2020 11:16,Gk bener appnya
MitanEXE,1,8/29/2020 10:38,Muahal
Yuu Kuu,2,8/28/2020 9:38,"Idk how this app works, since you should call BK to take over or confirm your order. And it took waaaaaaaayyyy tooo whileeeeeeeeee. They won't process it if you don't call, make sure you call them after you order, okay?! And menues not the same as they sell at the counter."
Joe Henry,1,8/28/2020 3:56,"Nice interface, but i can't set delivery point anywhere"
oji napaulung,2,8/27/2020 13:13,"Pelayanan melalui aplikasi sangat lamban, saya order dari jam 7 pm sampai jam 8 pm tidak ada perubahan status dari pesanan saya"
Kyntar Barra,1,8/27/2020 12:04,"Unresponsive, buggy (order 90rb katanya blum cukup minimalnya 75rb)"
Hans Gerd,1,8/26/2020 2:27,"Rewards program already stopped! Tried to collect crowns for rewards, but the BK employee said, the program doesn't exist anymore. Which renders the app useless. The coupons you can win daily are just for one item, so you are better of buying a menu/package! Took them more than a month to create an standard reply! Lousy app. No customer service."
Asdi Nurmediana,1,8/25/2020 9:49,Pengiriman lama
Lita Pardin,1,8/17/2020 3:54,"Jangan download, kestuck di register, data kita diambil"
Joko Waluyo,1,8/17/2020 3:22,"I try to order with total more than IDR 100k, but the app said that my order less than minimum value which is only 75k."
Aryo Wibisono,5,8/14/2020 2:52,FINALLYY!! THE APP THAT WE NEED!! It's so easy to navigate within the App and also tons of frebies through Shake N' Win! Well done! 
Dian Pangestu,1,8/14/2020 0:40,"kalau pakai kupon/voucher totalnya malah nambah, bukannya diskon"
Enny Agustini,2,8/8/2020 10:34,"Menu tidak lengkap. Tidak bisa pesan es krim cone, sundae, float."
Nina Nowak,3,8/7/2020 14:53,cat meaw mobile
Candra Fauzi,1,8/3/2020 3:28,"Tidak ada pilihan utk login (utk user yg sudah terdaftar), cuma bisa utk daftar baru"
RT Production 168,1,8/2/2020 7:06,"Ga bener servis kalian , saya mesen lewat bk dilivery maunya cepet , maunya enak bukanya malah tambah susah , massa saya mesen 87 menit yang lalu , saya curiga ga dateng dateng pas sy tlp bilangnya ordernya baru masukk , dia bilang suka begitu emang aplikasinyaa , berarti saya bukan orang pertama yang ngalaminn , mendingan kalian mesen lewat gojek or grabb , dont waste your timee"
Gabriela Chruisita,3,7/29/2020 9:54,"Sistem aplikasinya sudah baik, tapi entah kenapa ga bisa didelivery ke rumah saya, udah coba di alamat sekitar juga ga bisa, bisanya titik2 di deket burger kingnya aja. Lalu status orderan juga ga diupdate di aplikasi, barusan saya order dan nunggu beberapa lama di aplikasi tulisannya masih disiapin orderannya (udah direfresh berkali2 aplikasinya, bukan karna ga ada sinyal ya ini), tau2 ditelpon dan orangnya udah nunggu di titik. Jadilah bapaknya nunggu stngh jam karna saya harus jalan dulu."
Pipitdz,1,7/29/2020 4:46,Kaga jelas katanya min payment 75k... Kok check out dibilang didn't fulfill minimum order padahal pesanan lbih dr 75k Bikin kesel ga niat jualan
Ecron ART,1,7/25/2020 9:08,di order cancel sama cs burger king.. kejauhan.. katanya.. ga guna delivery nya .. tutup aja .. tempat sampahh
Lucky Agustino,1,7/24/2020 9:07,"Tidak bisa order via BK delivery, padahal jarak kurang dari 2 km. Lokasi, kel. Teluk pucung, kec. Bekasi utara, jawa barat."
Ahmad Mulyo Purnomo,4,7/20/2020 5:48,"Aplikasi ini sangat dibutuhkan konsumen demi kemudahan transaksi. Untuk bulan Juli ini di app Burger King tidak tersedia Kupon Promo, namun di FP Facebook Burger King Indonesia terdapat Kupon Promo terbaru. Semoga Kupon Promo tersebut di update ke Burger King App."
Jill's,4,7/19/2020 10:02,Tolong adain fitur chat biar bisa chat sama pengantar
edith honandar,1,7/19/2020 4:19,saya pesan d burger king app dan sudah bayar pakai dana. kemudian menerima notif pembatalan. tetapi Pembayaran saya tidak dikembalikan. BK PERAMPOK
Junaidi Cintakasih,5,7/19/2020 1:55,Asyiiik
Fajar Adhi,1,7/18/2020 13:59,Bayar pake dana. Kemudian payment credit card dari dana. Pas mau masukin otp pagenya ilang terus yang visa authentication jadi ga bisa bayar pake dana ujungnya
Popi Aries,5,7/17/2020 23:12,Mantap
Rebecca Chrisna,3,7/17/2020 22:34,10 notif yang isinya sama ajaaa... Kenapa notifikasi nya se nyampah ini?? Ganggu banget beneran dah
M Krisnadito Fauzan,2,7/17/2020 11:14,"Not all places can use this app, BAD"
Xiaomi Redmi,1,7/16/2020 10:59,"Promonya penipu semua, beda di iklan beda kenyataan nya"
fajar rachmat,1,7/15/2020 13:13,"pemesanan butuh 1,5 jam, burger sampai sdh dingin, beginikah pelayanan burger king ?"
Irfan Kurniawan,3,7/15/2020 8:13,Tidak bisa dapat code verifikasi
ancha spring,1,7/14/2020 4:53,Reeward y ilang gitu aja Ngeselin
muhamad aldjufri,1,7/14/2020 4:16,Worst app ever
Bubbly Boo,3,7/12/2020 9:31,"The application is fine, kalau bisa ada tambahan fitur Kartu Kredit, yang jadi masalah adalah penanganan pesanannya lambaaaaaat sekali, total dari jam memesan sampai ke tempat saya 2 jam... tolong diperbaiki sistem kerjanya, agar lebih cepat, dan teliti"
DIAN PUSPA,5,7/9/2020 6:00,Wow
Nader Kabir,1,7/8/2020 13:15,Harganya mahal sekali 
Hendra Saputra,1,7/6/2020 9:20,PARAH.
Muhammad Addinul Haniv,1,7/6/2020 7:17,I dont thing anyone should download this. The promo that i saw on inta ads seems like it was a lie.
